"timestamp";"cul_es_tu...l_actual";"cul_de_lo...apliquen";"cul_de_la...apliquen";"qu_porcen...acin_etc";"aproximad...trabajas";"en_qu_tip...trabajas";"cul_es_la...opcional";"cul_es_el...anos_cop";"qu_tan_se...otamente";"cuntos_ao...ecnologa";"cuntos_ao...nalytics";"cul_es_el...mpletado";"cmo_has_a...apliquen";"cunto_tie...opcional";"de_los_si...cia_c__c";"de_los_si...uencia_c";"de_los_si...cia_java";"de_los_si...__nodejs";"de_los_si...ia_julia";"de_los_si...__octave";"de_los_si...ncia_php";"de_los_si...a_python";"de_los_si...ncia_sql";"de_los_si...uencia_r";"de_los_si...cia_ruby";"de_los_si...__elixir";"de_los_si...ia_scala";"de_los_si...__kotlin";"de_los_si...he_storm";"de_los_si...he_spark";"de_los_si...a_arcgis";"de_los_si...cia_aws_";"de_los_si...ia_azure";"de_los_si...ia_caffe";"de_los_si...cia_cntk";"de_los_si..._core_ml";"de_los_si...arning4j";"de_los_si...icsearch";"de_los_si...ncia_h2o";"de_los_si...a_hadoop";"de_los_si...le_cloud";"de_los_si...ia_excel";"de_los_si...cia_hive";"de_los_si...m_watson";"de_los_si..._jupyter";"de_los_si...ia_kafka";"de_los_si...a_kibana";"de_los_si...ia_knime";"de_los_si...ia_gephi";"de_los_si...logstash";"de_los_si...ia_mysql";"de_los_si..._mongodb";"de_los_si...ia_mxnet";"de_los_si...ia_neo4j";"de_los_si...a_oracle";"de_los_si...a_pandas";"de_los_si...stgresql";"de_los_si..._powerbi";"de_los_si...h__torch";"de_los_si...ik_sense";"de_los_si...ia_redis";"de_los_si...pidminer";"de_los_si...ncia_sas";"de_los_si...cia_spss";"de_los_si...kitlearn";"de_los_si...l_server";"de_los_si...ia_stata";"de_los_si..._tableau";"de_los_si...nsorflow";"de_los_si...idyverse";"adicional..._trabajo";"cules_de_...opcional";"en_qu_ciu...ualmente";"cul_es_tu..._de_edad";"con_qu_gn...ntificas";"de_los_si...ia_keras";"desarrollador...d__fullstack";"analista_de_datos";"cientfico_de_datos";"ingeniero_de_datos";"ingeniero_de_...ine_learning";"lider_de_equi...r__ejecutivo";"administrador...ses_de_datos";"product_manager";"analista_de_negocios";"estudiante";"docente__educador";"investigador_acadmico";"administrador...ta_en_devops";"creacin_y_man...macenamiento";"etl";"etc";"desarrollo_de...ocesar_datos";"anlisis_de_da...ine_learning";"despliege_de_...en_produccin";"entrenamiento..._estadsticos";"generacin_de_...s_e_informes";"identificacin...os_con_datos";"visualizacion...e_dashboards";"investigacin_...os_y_tcnicas";"liderazgo_de_...yo_ingeniera";"no_realizo_tr...do_con_datos";"especializaciones_online";"educacin_formal_pregrado";"educacin_formal_posgrado";"cursos_online_...aciones_pagas";"blog_posts_y_artculos";"cursos_online_gratis";"libros";"papers_de_investigacin";"videos";"conferencias_p...les_y_meetups";"cursos_presenc...s_de_extensin";"podcasts";"especializaciones_presenciales"
2019-07-08 09:19:53;"Empleado, tiempo completo";"Analista de Datos, Analista de Negocios, Científico de Datos, Ingeniero de Machine Learning";"Análisis de datos usando métodos estadísticos o machine learning, Creación y mantenimiento de infraestructura de datos almacenamiento, ETL, etc, Despliege de modelos de machine learning o estadísticos en producción, Desarrollo de software para recoger y procesar datos, Generación de reportes e informes, Entrenamiento y validación de modelos de machine learning o estadísticos, Identificación de problemas de negocio que pueden ser resueltos con datos, Investigación de nuevos algoritmos y técnicas, Visualizaciones de datos y generación de dashboards";"Todo el tiempo o casi todo el tiempo";"5000 a 9999";"Empresa/organización colombiana con ventas locales e internacionales";"Finanzas";"(1e+07,Inf]";"Muy rara vez o nunca";"13 años";"13 años";"Posgrado: Master";"Blog posts y Artículos, Conferencias presenciales y Meetups, Cursos online gratis, Cursos online pagos o con certificaciones pagas, Cursos presenciales / Cursos de extensión, Educación formal posgrado, Libros, Papers de investigación, Podcasts, Videos";"No recuerdo";NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso exclusivamente en proyectos personales";NA;"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;"Lo uso en el trabajo regularmente";NA;NA;"Lo uso en el trabajo regularmente";NA;NA;"Lo uso en el trabajo regularmente";"Lo uso exclusivamente en proyectos personales";NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo regularmente";NA;NA;NA;NA;"Lo uso exclusivamente en proyectos personales";NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;"Algoritmos de Optimización, Análisis de Grafos, Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc), Redes Neuronales y Deep Learning (RNN, CNN, GAN, RBM, etc), Métodos Bayesianos (Naive, Gaussian, BBN, etc), Métodos no Paramétricos (kNN, Decision trees, etc), Métodos de Ensamble (Random forests, boosting, etc)";"Medellín";"35 a 39 años";"Hombre";"Lo uso en el trabajo, pero con poca frecuencia";"No";"Sí";"Sí";"No";"Sí";"No";"No";"No";"Sí";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"No"
2019-07-08 14:12:11;"No empleado, pero buscando trabajo";"Administrador de Bases de Datos, Analista de Negocios, Product Manager";"Creación y mantenimiento de infraestructura de datos almacenamiento, ETL, etc, Generación de reportes e informes, Identificación de problemas de negocio que pueden ser resueltos con datos";"Cerca de 1/4 del tiempo";"500 a 999";"Empresa/organización colombiana con ventas locales e internacionales";"Otra";"(3e+06,4e+06]";"Muy rara vez o nunca";"15 años";"8 años";"Posgrado: Master";"Blog posts y Artículos, Cursos online gratis, Educación formal posgrado, Papers de investigación, Videos";"No recuerdo";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc), Métodos Bayesianos (Naive, Gaussian, BBN, etc)";"Cúcuta";"35 a 39 años";"Mujer";"No lo uso actualmente";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"No";"No";"No";"No";"Sí";"Sí";"Sí";"No";"No";"No";"No";"Sí";"Sí";"No";"No";"No";"No";"No";"No";"Sí";"No";"Sí";"Sí";"No";"Sí";"Sí";"No";"No";"No";"No"
2019-07-08 15:12:40;"Empleado, tiempo completo";"Desarrollador Back-End / Front-End / Full-Stack";"Creación y mantenimiento de infraestructura de datos almacenamiento, ETL, etc, Desarrollo de software para recoger y procesar datos, Generación de reportes e informes, Identificación de problemas de negocio que pueden ser resueltos con datos, Investigación de nuevos algoritmos y técnicas";"Cerca de 1/4 del tiempo";"20 a 49";"Empresa/organización extranjera con sede y ventas en Colombia y en el exterior";"Internet / Servicios Web";"(3e+06,4e+06]";"Mi trabajo es 100% remoto";"4 años";"1 año";"Pregrado universitario, con título";"Blog posts y Artículos, Libros";"2 a 3 semanas";NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;NA;"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Medellín";"25 a 29 años";"Hombre";NA;"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"No";"No";"No";"Sí";"Sí";"No";"Sí";"No";"No";"No";"No";"No";"No";"Sí";"No";"Sí";"No";"No";"No";"No";"No";"No"
2019-07-08 15:31:04;"Independiente, contratista, freelancer";"Desarrollador Back-End / Front-End / Full-Stack, Desarrollador Mobile";"Desarrollo de software para recoger y procesar datos, Generación de reportes e informes";"Solo en pocas ocasiones trabajo con análisis de datos o actividades relacionadas";"No sé";"Empresa/organización colombiana con ventas locales e internacionales";"Gobierno";"(2e+06,3e+06]";"Mi trabajo es 100% remoto";"14 años";"2 años";"Pregrado universitario, con título";"Conferencias presenciales y Meetups, Cursos online gratis, Libros";"No recuerdo";NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;"Cali";"35 a 39 años";"Hombre";NA;"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"No";"No";"Sí";"No";"No";"No"
2019-07-08 16:07:20;"Empleado, tiempo completo";"Administrador de Bases de Datos, Desarrollador Back-End / Front-End / Full-Stack";"Creación y mantenimiento de infraestructura de datos almacenamiento, ETL, etc";"No realizo laboralmente ninguna de las actividades mencionadas";"2 a 9";"Empresa/organización colombiana solo con ventas locales";"Fintech";"(3e+06,4e+06]";"Aproximadamente la mitad del tiempo";"6 años";"Menos de 1 año";"Pregrado universitario, con título";"Blog posts y Artículos, Cursos online gratis, Libros, Papers de investigación";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";NA;"Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc), Redes Neuronales y Deep Learning (RNN, CNN, GAN, RBM, etc)";"Cali";"25 a 29 años";"Hombre";"Lo uso exclusivamente en proyectos personales";"Sí";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"No";"No";"No";"No";"No"
2019-07-08 16:10:32;"Empleado, tiempo completo";"Desarrollador Back-End / Front-End / Full-Stack";"Creación y mantenimiento de infraestructura de datos almacenamiento, ETL, etc, Desarrollo de software para recoger y procesar datos, Investigación de nuevos algoritmos y técnicas, Visualizaciones de datos y generación de dashboards";"Solo en pocas ocasiones trabajo con análisis de datos o actividades relacionadas";"2 a 9";"Empresa/organización colombiana solo con ventas locales";"Telecomunicaciones";"(2e+06,3e+06]";"Mi trabajo es 100% remoto";"5 años";"Menos de 1 año";"Pregrado universitario, sin obtener título";"Blog posts y Artículos, Conferencias presenciales y Meetups, No he aprendido aún";"2 a 3 semanas";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"Algoritmos de Optimización, Redes Neuronales y Deep Learning (RNN, CNN, GAN, RBM, etc)";"Medellín";"30 a 34 años";"Hombre";"No lo uso actualmente";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"No";"No";"No";"No";"No";"Sí";"Sí";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"Sí";"No";"No";"No"
2019-07-08 16:55:18;"Empleado, tiempo completo";"Desarrollador Back-End / Front-End / Full-Stack";"Desarrollo de software para recoger y procesar datos, Generación de reportes e informes";"Solo en pocas ocasiones trabajo con análisis de datos o actividades relacionadas";"20 a 49";"Empresa/organización colombiana con ventas locales e internacionales";"Servicios Públicos";"(4e+06,5e+06]";"Mi trabajo es 100% remoto";"8 años";"Menos de 1 año";"Pregrado universitario, con título";"Blog posts y Artículos";"2 a 3 semanas";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"PLSQL";"Ningún algorítmo específico";"Pereira";"30 a 34 años";"Hombre";"No lo uso actualmente";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No"
2019-07-08 21:59:56;"Empleado, tiempo completo";"Administrador de Bases de Datos, Analista de Datos, Ingeniero de Datos";"Creación y mantenimiento de infraestructura de datos almacenamiento, ETL, etc, Desarrollo de software para recoger y procesar datos, Generación de reportes e informes, Visualizaciones de datos y generación de dashboards";"Cerca de 3/4 del tiempo";"10 a 19";"Empresa/organización extranjera con sede y ventas en Colombia y en el exterior";"Fintech";"(2e+06,3e+06]";"Unos pocos días al mes";"Menos de 1 año";"Menos de 1 año";"Pregrado universitario, con título";"Blog posts y Artículos, Conferencias presenciales y Meetups, Cursos online gratis, Cursos online pagos o con certificaciones pagas, Libros, Papers de investigación, Podcasts";"8 a 12 semanas";NA;NA;NA;NA;NA;"Lo uso exclusivamente en proyectos personales";NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"Lo uso exclusivamente en proyectos personales";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;"Lo uso exclusivamente en proyectos personales";NA;NA;"Lo uso en el trabajo regularmente";"Lo uso exclusivamente en proyectos personales";NA;"Quicksight, google studio y google Analytics";"Algoritmos de Optimización, Data cleaning , report automation";"Medellín";"30 a 34 años";"Hombre";"Lo uso exclusivamente en proyectos personales";"No";"Sí";"No";"Sí";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"No";"No";"No";"Sí";"No";"Sí";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"Sí";"No";"Sí";"No";"Sí";"No"
2019-07-08 23:08:48;"Empleado, tiempo completo";"Administrador de Bases de Datos, Desarrollador Back-End / Front-End / Full-Stack";"Creación y mantenimiento de infraestructura de datos almacenamiento, ETL, etc";"Cerca de la mitad del tiempo";"100 a 499";"Entidad pública colombiana";"Salud / Biomédica";"(4e+06,5e+06]";"Unos pocos días al mes";"3 años";"2 años";"Posgrado: Master";"Blog posts y Artículos, Educación formal posgrado, Libros";"No recuerdo";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"django";"Análisis de Grafos";"Bogotá";"30 a 34 años";"Hombre";"No lo uso actualmente";"Sí";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"Sí";"No";"Sí";"No";"No";"No";"No";"No";"No"
2019-07-08 23:33:39;"Empleado, tiempo completo";"Analista de Negocios";"Identificación de problemas de negocio que pueden ser resueltos con datos, Liderazgo de equipos de analítica y/o ingeniería";"Cerca de 1/4 del tiempo";"20 a 49";"Empresa/organización colombiana con ventas locales e internacionales";"Otra";"(1e+06,2e+06]";"Muy rara vez o nunca";"6 años";"Menos de 1 año";"Pregrado universitario, con título";"Blog posts y Artículos, Cursos online gratis";"No recuerdo";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";NA;NA;"Cartagena";"30 a 34 años";"Mujer";"No lo uso actualmente";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"Sí";"No";"No";"No";"No";"No";"Sí";"Sí";"No";"No";"No";"No";"No";"No";"No"
2019-07-09 04:02:08;"Estudiante maestria";"Ingeniero en geomática";"Análisis de datos usando métodos estadísticos o machine learning, Creación y mantenimiento de infraestructura de datos almacenamiento, ETL, etc, Despliege de modelos de machine learning o estadísticos en producción, Generación de reportes e informes, Identificación de problemas de negocio que pueden ser resueltos con datos, Visualizaciones de datos y generación de dashboards, Mapas";"Cerca de la mitad del tiempo";"No sé";"Empresa/organización extranjera sin ventas ni sede en Colombia";"Petróleo, Combustible y Gas";"(5e+06,6e+06]";"Muy rara vez o nunca";"7 años";"3 años";"Posgrado: Master";"Blog posts y Artículos, Conferencias presenciales y Meetups, Cursos online gratis, Educación formal posgrado, Libros, Podcasts, Videos";"4 a 5 semanas";NA;"Lo uso en el trabajo regularmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";NA;NA;"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"Lo uso exclusivamente en proyectos personales";NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;"No lo uso actualmente";NA;NA;NA;NA;"Leaflet, ENVI, ERDAS, QGIS, POSTGIS";"Algoritmos de Optimización, Aprendizaje no Supervisado (EM, K-means, Apriori, etc)";"No vivo en Colombia";"30 a 34 años";"Hombre";NA;"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"No";"Sí";"Sí";"No";"Sí";"Sí";"Sí";"No";"No";"No";"No";"No";"Sí";"No";"Sí";"Sí";"Sí";"No";"Sí";"Sí";"No";"Sí";"No"
